"","1","3","5","8","12","13","15","16","17","21","23","27","30","31","33","34","35","36","40","43","44","45","51","52","55","56","60","102","107","112","117","119"
"1",0,0.025192498,0.025652368,0.033086668,0.021134805,0.038633632,0.020713601,0.047747411,0.023924106,0.027062635,0.020271363,0.020057559,0.015320313,0.018236838,0.013245371,0.009385224,0.018599663,0.016626538,0.014208108,0.007887982,0.016227225,0.012510329,0.010481114,0.012372636,0.021189017,0.009984139,0.021466869,0.017236895,0.014141133,0.016680287,0.020891437,0.011091653
"3",0.025192498,0,0.015762325,0.009706313,0.014330394,0.024410669,0.016501093,0.015817238,0.014681843,0.015124831,0.016701014,0.005471912,0.008348151,0.013749133,0.008157089,0.00524534,0.009173814,0.008659352,0.008997017,0.010200889,0.012266793,0.004724922,0.003842861,0.002679575,0.050805637,0.006614937,0.289510601,0.015166072,0.008834661,0.007914492,0.004831407,0.006728309
"5",0.025652368,0.015762325,0,0.025744193,0.049841375,0.046794133,0.024565781,0.022018691,0.038017496,0.043556905,0.05026144,0.027226474,0.021984574,0.020861473,0.02443554,0.015679675,0.020352911,0.020576476,0.013643742,0.0368852,0.037204631,0.013135953,0.014248525,0.009033406,0.041924062,0.019607427,0.017190976,0.045053998,0.014636051,0.022399438,0.019252404,0.012656726
"8",0.033086668,0.009706313,0.025744193,0,0.023121556,0.02884055,0.022753635,0.017889786,0.020396525,0.014891093,0.036679516,0.015339064,0.010947521,0.022774594,0.01191556,0.005642875,0.056920803,0.015809152,0.007291587,0.007970867,0.017755793,0.013621504,0.008595453,0.011868754,0.017468587,0.006220412,0.008044264,0.014107748,0.009407814,0.012270293,0.013724264,0.006187744
"12",0.021134805,0.014330394,0.049841375,0.023121556,0,0.048697952,0.024007882,0.01644114,0.029346029,0.02685413,0.0543853,0.018904198,0.079351229,0.034875986,0.029647218,0.012861497,0.017952517,0.014556836,0.016479466,0.026619429,0.031048527,0.011860914,0.007731186,0.004657557,0.031474114,0.020699098,0.015614822,0.040437137,0.017033182,0.107817264,0.017430136,0.014094692
"13",0.038633632,0.024410669,0.046794133,0.02884055,0.048697952,0,0.032030852,0.026036888,0.041952727,0.067817352,0.088799664,0.030249392,0.031270739,0.03978662,0.030533993,0.017143186,0.023082911,0.02590236,0.025441995,0.03566023,0.040504379,0.017416308,0.01616477,0.012519801,0.045952204,0.020529966,0.024597404,0.042366752,0.016439418,0.032232928,0.028413122,0.022676447
"15",0.020713601,0.016501093,0.024565781,0.022753635,0.024007882,0.032030852,0,0.018895635,0.034800788,0.01504937,0.023457251,0.013748719,0.012996204,0.022363821,0.014195326,0.005520612,0.013131845,0.014371642,0.011061651,0.007871041,0.019389731,0.009359638,0.007756019,0.009284593,0.012591965,0.006873017,0.012196434,0.01903903,0.007475724,0.014590786,0.015843754,0.011560787
"16",0.047747411,0.015817238,0.022018691,0.017889786,0.01644114,0.026036888,0.018895635,0,0.021019309,0.017163072,0.014971161,0.015532403,0.007598256,0.013790921,0.007917247,0.005045791,0.012857904,0.010635109,0.00880308,0.006230271,0.010763489,0.00517162,0.005724145,0.005381131,0.013807518,0.005588227,0.012223161,0.008217993,0.008350654,0.006968284,0.015230197,0.006272191
"17",0.023924106,0.014681843,0.038017496,0.020396525,0.029346029,0.041952727,0.034800788,0.021019309,0,0.039343576,0.035651665,0.068241992,0.014057488,0.017101681,0.0214136,0.006284859,0.014481215,0.012866432,0.013114613,0.014690654,0.028378299,0.014456921,0.008722541,0.012484695,0.033101704,0.007042757,0.012534763,0.024650911,0.012760789,0.015075363,0.060193374,0.012824643
"21",0.027062635,0.015124831,0.043556905,0.014891093,0.02685413,0.067817352,0.01504937,0.017163072,0.039343576,0,0.034744204,0.013903099,0.017056479,0.012821781,0.01845118,0.010815609,0.012426182,0.010639527,0.012486149,0.020690177,0.035345671,0.014440292,0.010641319,0.002385997,0.051185701,0.014237413,0.016085676,0.023772904,0.0122966,0.021091273,0.014691273,0.010137742
"23",0.020271363,0.016701014,0.05026144,0.036679516,0.0543853,0.088799664,0.023457251,0.014971161,0.035651665,0.034744204,0,0.028001977,0.02410397,0.058831553,0.022977597,0.01665157,0.014973357,0.01336317,0.013524816,0.026148721,0.033488461,0.006708924,0.008262498,0.005540866,0.036484332,0.022633069,0.019380035,0.043454943,0.018678104,0.024840231,0.020898723,0.013292503
"27",0.020057559,0.005471912,0.027226474,0.015339064,0.018904198,0.030249392,0.013748719,0.015532403,0.068241992,0.013903099,0.028001977,0,0.014878221,0.025153702,0.025948821,0.009774759,0.017712516,0.015394911,0.021814215,0.016958336,0.017373341,0.017979886,0.015503873,0.043367027,0.015861864,0.0089632,0.006847401,0.02727508,0.009268969,0.02045224,0.672740028,0.025869008
"30",0.015320313,0.008348151,0.021984574,0.010947521,0.079351229,0.031270739,0.012996204,0.007598256,0.014057488,0.017056479,0.02410397,0.014878221,0,0.044253826,0.022406894,0.010016083,0.010847912,0.013543094,0.018597375,0.014257359,0.054948893,0.019904411,0.011377472,0.009762539,0.011630841,0.00996387,0.00825506,0.027311909,0.005135447,0.485210779,0.016167394,0.016678926
"31",0.018236838,0.013749133,0.020861473,0.022774594,0.034875986,0.03978662,0.022363821,0.013790921,0.017101681,0.012821781,0.058831553,0.025153702,0.044253826,0,0.028803575,0.011600522,0.01452533,0.011394357,0.091948735,0.016024411,0.025147374,0.015865576,0.020032058,0.013224154,0.011295464,0.01400871,0.016473077,0.043037071,0.008385573,0.024456234,0.032196214,0.14095348
