"","1","3","5","8","12","13","15","16","17","21","23","27","30","31","33","34","35","36","40","43","44","45","51","52","55","56","60","102","107","112","117","119"
"33",0.013245371,0.008157089,0.02443554,0.01191556,0.029647218,0.030533993,0.014195326,0.007917247,0.0214136,0.01845118,0.022977597,0.025948821,0.022406894,0.028803575,0,0.032590606,0.015541959,0.015988317,0.025745161,0.023294937,0.024232949,0.021367221,0.017715375,0.069861997,0.024400499,0.02398963,0.00910085,0.047356391,0.006773166,0.024403205,0.022855491,0.027151695
"34",0.009385224,0.00524534,0.015679675,0.005642875,0.012861497,0.017143186,0.005520612,0.005045791,0.006284859,0.010815609,0.01665157,0.009774759,0.010016083,0.011600522,0.032590606,0,0.004672609,0.007895964,0.008151605,0.07274376,0.014937864,0.008205708,0.007190233,0.010421561,0.009366563,0.121516589,0.006030885,0.221869547,0.002700394,0.013115092,0.006118696,0.00667889
"35",0.018599663,0.009173814,0.020352911,0.056920803,0.017952517,0.023082911,0.013131845,0.012857904,0.014481215,0.012426182,0.014973357,0.017712516,0.010847912,0.01452533,0.015541959,0.004672609,0,0.01817355,0.005599324,0.009363719,0.018160924,0.012634704,0.006674835,0.017899002,0.016942624,0.006478828,0.009715119,0.015489854,0.006597505,0.012330931,0.022308351,0.00511837
"36",0.016626538,0.008659352,0.020576476,0.015809152,0.014556836,0.02590236,0.014371642,0.010635109,0.012866432,0.010639527,0.01336317,0.015394911,0.013543094,0.011394357,0.015988317,0.007895964,0.01817355,0,0.008943502,0.007316802,0.015451053,0.01457585,0.008542625,0.010272972,0.014489876,0.005852239,0.010077886,0.014844804,0.005058241,0.012202161,0.012132011,0.008227367
"40",0.014208108,0.008997017,0.013643742,0.007291587,0.016479466,0.025441995,0.011061651,0.00880308,0.013114613,0.012486149,0.013524816,0.021814215,0.018597375,0.091948735,0.025745161,0.008151605,0.005599324,0.008943502,0,0.006106508,0.013192398,0.010077038,0.005901144,0.006233664,0.009147975,0.006920649,0.00953371,0.02766026,0.004891207,0.018175921,0.014905426,0.40485409
"43",0.007887982,0.010200889,0.0368852,0.007970867,0.026619429,0.03566023,0.007871041,0.006230271,0.014690654,0.020690177,0.026148721,0.016958336,0.014257359,0.016024411,0.023294937,0.07274376,0.009363719,0.007316802,0.006106508,0,0.028317978,0.009256738,0.011516235,0.007018982,0.019863409,0.109727591,0.010145562,0.161761592,0.006720057,0.011589151,0.015753298,0.00603061
"44",0.016227225,0.012266793,0.037204631,0.017755793,0.031048527,0.040504379,0.019389731,0.010763489,0.028378299,0.035345671,0.033488461,0.017373341,0.054948893,0.025147374,0.024232949,0.014937864,0.018160924,0.015451053,0.013192398,0.028317978,0,0.023534047,0.011045569,0.00338209,0.031103723,0.016142567,0.012823261,0.035855377,0.010527353,0.065313365,0.021778077,0.011930705
"45",0.012510329,0.004724922,0.013135953,0.013621504,0.011860914,0.017416308,0.009359638,0.00517162,0.014456921,0.014440292,0.006708924,0.017979886,0.019904411,0.015865576,0.021367221,0.008205708,0.012634704,0.01457585,0.010077038,0.009256738,0.023534047,0,0.018827457,0.00213366,0.011329108,0.005146807,0.004881338,0.01254998,0.005366763,0.017211621,0.010284224,0.009858299
"51",0.010481114,0.003842861,0.014248525,0.008595453,0.007731186,0.01616477,0.007756019,0.005724145,0.008722541,0.010641319,0.008262498,0.015503873,0.011377472,0.020032058,0.017715375,0.007190233,0.006674835,0.008542625,0.005901144,0.011516235,0.011045569,0.018827457,0,0.008636536,0.006231829,0.007506431,0.003495553,0.015144649,0.004370299,0.008766913,0.028404769,0.008164932
"52",0.012372636,0.002679575,0.009033406,0.011868754,0.004657557,0.012519801,0.009284593,0.005381131,0.012484695,0.002385997,0.005540866,0.043367027,0.009762539,0.013224154,0.069861997,0.010421561,0.017899002,0.010272972,0.006233664,0.007018982,0.00338209,0.00213366,0.008636536,0,0.001559109,0.004593288,0.002632667,0.016101369,0.003660499,0.007298114,0.006551109,0.006898965
"55",0.021189017,0.050805637,0.041924062,0.017468587,0.031474114,0.045952204,0.012591965,0.013807518,0.033101704,0.051185701,0.036484332,0.015861864,0.011630841,0.011295464,0.024400499,0.009366563,0.016942624,0.014489876,0.009147975,0.019863409,0.031103723,0.011329108,0.006231829,0.001559109,0,0.011868864,0.052503102,0.022200278,0.014085459,0.011058953,0.023947315,0.007933308
"56",0.009984139,0.006614937,0.019607427,0.006220412,0.020699098,0.020529966,0.006873017,0.005588227,0.007042757,0.014237413,0.022633069,0.0089632,0.00996387,0.01400871,0.02398963,0.121516589,0.006478828,0.005852239,0.006920649,0.109727591,0.016142567,0.005146807,0.007506431,0.004593288,0.011868864,0,0.008274335,0.221256501,0.00442938,0.011843767,0.013211378,0.00674897
"60",0.021466869,0.289510601,0.017190976,0.008044264,0.015614822,0.024597404,0.012196434,0.012223161,0.012534763,0.016085676,0.019380035,0.006847401,0.00825506,0.016473077,0.00910085,0.006030885,0.009715119,0.010077886,0.00953371,0.010145562,0.012823261,0.004881338,0.003495553,0.002632667,0.052503102,0.008274335,0,0.020591626,0.008465631,0.0092866,0.005809372,0.008030085
"102",0.017236895,0.015166072,0.045053998,0.014107748,0.040437137,0.042366752,0.01903903,0.008217993,0.024650911,0.023772904,0.043454943,0.02727508,0.027311909,0.043037071,0.047356391,0.221869547,0.015489854,0.014844804,0.02766026,0.161761592,0.035855377,0.01254998,0.015144649,0.016101369,0.022200278,0.221256501,0.020591626,0,0.013458757,0.030066483,0.017276892,0.029926458
"107",0.014141133,0.008834661,0.014636051,0.009407814,0.017033182,0.016439418,0.007475724,0.008350654,0.012760789,0.0122966,0.018678104,0.009268969,0.005135447,0.008385573,0.006773166,0.002700394,0.006597505,0.005058241,0.004891207,0.006720057,0.010527353,0.005366763,0.004370299,0.003660499,0.014085459,0.00442938,0.008465631,0.013458757,0,0.005714007,0.017117944,0.005868075
"112",0.016680287,0.007914492,0.022399438,0.012270293,0.107817264,0.032232928,0.014590786,0.006968284,0.015075363,0.021091273,0.024840231,0.02045224,0.485210779,0.024456234,0.024403205,0.013115092,0.012330931,0.012202161,0.018175921,0.011589151,0.065313365,0.017211621,0.008766913,0.007298114,0.011058953,0.011843767,0.0092866,0.030066483,0.005714007,0,0.017826735,0.017873628
"117",0.020891437,0.004831407,0.019252404,0.013724264,0.017430136,0.028413122,0.015843754,0.015230197,0.060193374,0.014691273,0.020898723,0.672740028,0.016167394,0.032196214,0.022855491,0.006118696,0.022308351,0.012132011,0.014905426,0.015753298,0.021778077,0.010284224,0.028404769,0.006551109,0.023947315,0.013211378,0.005809372,0.017276892,0.017117944,0.017826735,0,0.022685183
"119",0.011091653,0.006728309,0.012656726,0.006187744,0.014094692,0.022676447,0.011560787,0.006272191,0.012824643,0.010137742,0.013292503,0.025869008,0.016678926,0.14095348,0.027151695,0.00667889,0.00511837,0.008227367,0.40485409,0.00603061,0.011930705,0.009858299,0.008164932,0.006898965,0.007933308,0.00674897,0.008030085,0.029926458,0.005868075,0.017873628,0.022685183,0
