"","1","3","5","6","8","9","11","12","13","14","15","16","17","18","19","21","22","23","24","25","26","30","31","32","33","34","36","37","40","42","43","44","45","49","51","52","54","55","56","60","102","104","105","107","109","112","113","114","115","116","117","118","119"
"16",0.026033152,0.01593125,0.020467165,0.009804444,0.020534019,0.0123582,0.007199209,0.014382522,0.012671353,0.01010537,0.012931493,0,0.012126764,0.019362153,0.015265721,0.027102326,0.074123535,0.0069177,0.013070827,0.01048267,0.015824472,0.009864568,0.010789672,0.007645034,0.011017914,0.006232402,0.009916706,0.008578108,0.007315839,0.014007011,0.009453882,0.012984636,0.007510511,0.012188568,0.006869553,0.002713384,0.011167361,0.037551024,0.006157524,0.011403684,0.008069095,0.014077924,0.005995384,0.004167877,0.006666544,0.008452904,0.004231577,0.007352941,0.011306292,0.007954565,0.006067438,0.008548756,0.003462488
"17",0.01659895,0.011691743,0.013166217,0.020574278,0.015744141,0.015037323,0.016769495,0.013048815,0.017879846,0.012619886,0.014247981,0.012126764,0,0.013682156,0.016430427,0.01616862,0.006083453,0.006635126,0.014134072,0.016731993,0.017722098,0.012348066,0.011178069,0.005486931,0.012411915,0.006340675,0.010181212,0.013786705,0.009715277,0.029836824,0.008368062,0.012429572,0.006032739,0.007278879,0.003296566,0.000994938,0.010851891,0.012470458,0.007349869,0.009040989,0.009206821,0.016817406,0.471368065,0.011050224,0.017094852,0.011253546,0.00443327,0.00978125,0.012109708,0.009341835,0.013335136,0.01742879,0.006885658
"18",0.030505515,0.013537214,0.02264835,0.010078974,0.018156133,0.036293867,0.007077345,0.01654796,0.030850604,0.007190074,0.009357245,0.019362153,0.013682156,0,0.0113995,0.014302948,0.010591717,0.018094598,0.021034671,0.010369756,0.016422227,0.007708589,0.007690021,0.00411737,0.006850109,0.0036492,0.007657725,0.006142398,0.005550477,0.021862027,0.010400851,0.01282142,0.005517178,0.007008043,0.005150245,0.002346341,0.006992278,0.018706537,0.007016273,0.011584066,0.005169997,0.0118299,0.005164334,0.007430132,0.005963666,0.006418497,0.003756387,0.006946265,0.007036601,0.00676115,0.00465287,0.008808517,0.002287711
"19",0.018629722,0.008224482,0.029069766,0.016908512,0.018040174,0.018279587,0.007505506,0.020166178,0.018553474,0.019762929,0.013452058,0.015265721,0.016430427,0.0113995,0,0.054206762,0.006767034,0.010808011,0.016209165,0.00717055,0.020245953,0.026591786,0.034300256,0.011397751,0.021857082,0.015872187,0.009659637,0.012872467,0.007462711,0.016587489,0.023052628,0.025557137,0.007803702,0.027845342,0.008735219,0.001304547,0.009176235,0.024773674,0.014533202,0.008615156,0.018790065,0.022803669,0.009694067,0.006869806,0.006870661,0.022648807,0.0113714,0.006031981,0.012980418,0.006597428,0.004046647,0.009680754,0.005179528
"21",0.02570679,0.009928765,0.024585062,0.030559278,0.02117162,0.03792424,0.004142437,0.024884677,0.034761688,0.018858863,0.010273027,0.027102326,0.01616862,0.014302948,0.054206762,0,0.022799952,0.020918722,0.025365071,0.009398994,0.018406397,0.0209626,0.024207246,0.011299921,0.029126008,0.015993929,0.013494103,0.025070144,0.009840209,0.018993231,0.028131204,0.037808262,0.015458046,0.054596258,0.022357632,0.002308207,0.027506057,0.035855285,0.012942697,0.00866623,0.014610486,0.021201106,0.009774126,0.010898758,0.010790565,0.017296301,0.00623429,0.008407815,0.007292137,0.013101031,0.007434745,0.006312196,0.006744336
"22",0.011035953,0.005571338,0.00976575,0.00625497,0.008942467,0.007338942,0.002010655,0.009523887,0.007670445,0.004915544,0.003847643,0.074123535,0.006083453,0.010591717,0.006767034,0.022799952,0,0.004536849,0.006733356,0.004697525,0.005901954,0.004340411,0.005515627,0.002408376,0.004195276,0.002514787,0.005165737,0.005027905,0.003628946,0.011208896,0.005533789,0.007654887,0.00244221,0.004850603,0.003133536,0.000833526,0.004646356,0.014111746,0.004053694,0.00419112,0.003245886,0.006455813,0.003675722,0.00434965,0.003187002,0.003966127,0.002645277,0.00272368,0.003163162,0.00335381,0.002671033,0.003496771,0.001575849
"23",0.017087539,0.00449908,0.007554641,0.013233514,0.01099124,0.304246147,0.010958405,0.012841796,0.215854036,0.00556299,0.00595143,0.0069177,0.006635126,0.018094598,0.010808011,0.020918722,0.004536849,0,0.01382362,0.008295926,0.007196744,0.007279006,0.01134703,0.005787685,0.015493517,0.004923177,0.012806668,0.00941896,0.006722198,0.033002032,0.004714054,0.011856582,0.003529128,0.006990966,0.006532242,0.002112049,0.008677308,0.00809507,0.005462712,0.00387137,0.004704446,0.006011017,0.006524647,0.007780555,0.008885676,0.005769184,0.001930019,0.004710453,0.005839253,0.0096092,0.009506102,0.013320111,0.00353186
"24",0.032264371,0.00770584,0.022226819,0.012247048,0.022908643,0.027815441,0.006895959,0.020319009,0.024673798,0.010227456,0.012936027,0.013070827,0.014134072,0.021034671,0.016209165,0.025365071,0.006733356,0.01382362,0,0.009121948,0.010967858,0.01204361,0.011705147,0.006103636,0.009932131,0.00510905,0.010872856,0.007694058,0.00678971,0.039541261,0.009208324,0.017679409,0.007112062,0.01635805,0.006749206,0.002544817,0.009496366,0.016440198,0.007777261,0.007863796,0.006190247,0.012614458,0.005985903,0.00498522,0.008965045,0.010499455,0.003032859,0.005731999,0.009870187,0.00808552,0.006117161,0.008451327,0.003239249
"25",0.016524311,0.007593889,0.014652268,0.008162589,0.012962794,0.014888083,0.025693959,0.008831722,0.016033615,0.006096369,0.010497049,0.01048267,0.016731993,0.010369756,0.00717055,0.009398994,0.004697525,0.008295926,0.009121948,0,0.009246599,0.004548999,0.00581208,0.002637187,0.006626567,0.002120076,0.006073864,0.006419889,0.0052729,0.023074604,0.002911261,0.00605672,0.002239062,0.004916712,0.003775713,0.001278243,0.005589352,0.006659024,0.002508385,0.005312079,0.003191345,0.008780959,0.014467079,0.010208051,0.006492456,0.003604586,0.003270143,0.361988429,0.008964402,0.005450369,0.005394687,0.035210612,0.002712887
"26",0.025191157,0.022106806,0.027955174,0.008934986,0.015425665,0.014430589,0.011336156,0.021073982,0.015852143,0.018091131,0.017581752,0.015824472,0.017722098,0.016422227,0.020245953,0.018406397,0.005901954,0.007196744,0.010967858,0.009246599,0,0.029265102,0.016273009,0.009451267,0.018339569,0.011208001,0.014022875,0.008234956,0.015265633,0.014380852,0.012925937,0.014879135,0.00965952,0.014571366,0.008934299,0.002244968,0.011779073,0.014144221,0.007591588,0.019113851,0.016509361,0.025066836,0.012082583,0.005143933,0.011288904,0.029579866,0.616169422,0.007485675,0.015867468,0.011560219,0.009493853,0.013926793,0.00892622
"30",0.014805766,0.009224543,0.016170017,0.015934731,0.010310643,0.012682579,0.006711846,0.085256537,0.012614457,0.011577852,0.014428228,0.009864568,0.012348066,0.007708589,0.026591786,0.0209626,0.004340411,0.007279006,0.01204361,0.004548999,0.029265102,0,0.024662177,0.007964283,0.02600513,0.01715429,0.015547981,0.014867418,0.024930278,0.021578875,0.015534362,0.059782201,0.016922653,0.034356126,0.01510118,0.005199146,0.018651091,0.012522624,0.012641089,0.008235189,0.018019675,0.013941921,0.006030141,0.005036544,0.021110706,0.419737587,0.01033818,0.003269543,0.013812326,0.011781007,0.010615861,0.007362631,0.018678598
"31",0.013950482,0.006840115,0.016676804,0.050633506,0.015725714,0.018691706,0.00462422,0.023255102,0.015945714,0.00655194,0.01017739,0.010789672,0.011178069,0.007690021,0.034300256,0.024207246,0.005515627,0.01134703,0.011705147,0.00581208,0.016273009,0.024662177,0,0.013471413,0.054581904,0.019503649,0.020874807,0.05600662,0.053460578,0.035244201,0.020331305,0.023265505,0.025170494,0.037806756,0.014663091,0.014480013,0.021472006,0.011776236,0.01410441,0.006001963,0.019633438,0.008210945,0.007558147,0.006005685,0.01907878,0.020993668,0.005502432,0.00292233,0.009145968,0.019202402,0.01639507,0.005350128,0.050323398
"32",0.008866123,0.004395372,0.006503317,0.009140187,0.071873939,0.010411154,0.004871191,0.012613958,0.008775656,0.003252194,0.006119871,0.007645034,0.005486931,0.00411737,0.011397751,0.011299921,0.002408376,0.005787685,0.006103636,0.002637187,0.009451267,0.007964283,0.013471413,0,0.015699411,0.004517285,0.007953197,0.008070416,0.009661992,0.009864927,0.003292564,0.008521642,0.007767975,0.008769316,0.006465338,0.00286809,0.0081012,0.009605108,0.003742067,0.003489004,0.004227025,0.006194683,0.003962761,0.002222935,0.00484152,0.006832622,0.003732671,0.003084367,0.005030189,0.007385001,0.006230502,0.00744066,0.005125148
"33",0.008936883,0.00532931,0.013387637,0.039288932,0.014900536,0.030851519,0.006371953,0.020032087,0.023692311,0.007608,0.008128699,0.011017914,0.012411915,0.006850109,0.021857082,0.029126008,0.004195276,0.015493517,0.009932131,0.006626567,0.018339569,0.02600513,0.054581904,0.015699411,0,0.028298657,0.013422197,0.042737626,0.02137456,0.035152189,0.02090454,0.021512663,0.019450485,0.033119581,0.015827488,0.017134142,0.045945936,0.016739877,0.016745206,0.004384478,0.031463739,0.008016393,0.008419506,0.007016491,0.021874557,0.023030196,0.008958414,0.004586109,0.006320316,0.011515429,0.018669444,0.008264751,0.017092166
"34",0.008247106,0.004660984,0.008155896,0.0085934,0.007157076,0.00854433,0.001999389,0.014903342,0.008334357,0.005422179,0.005645394,0.006232402,0.006340675,0.0036492,0.015872187,0.015993929,0.002514787,0.004923177,0.00510905,0.002120076,0.011208001,0.01715429,0.019503649,0.004517285,0.028298657,0,0.0067442,0.011108944,0.010567802,0.01140991,0.068712365,0.012909059,0.011759386,0.020463146,0.009160471,0.005761655,0.012485635,0.007088624,0.079258092,0.004231365,0.218220472,0.006225659,0.003593611,0.003418001,0.00919756,0.015450828,0.004920372,0.001456421,0.005063309,0.005299289,0.006675743,0.003119226,0.00652029
"36",0.012876364,0.006349793,0.012419865,0.011828128,0.011715812,0.022745901,0.006071554,0.015803458,0.019391882,0.009838282,0.0113225,0.009916706,0.010181212,0.007657725,0.009659637,0.013494103,0.005165737,0.012806668,0.010872856,0.006073864,0.014022875,0.015547981,0.020874807,0.007953197,0.013422197,0.0067442,0,0.010958232,0.012227789,0.080828609,0.00605406,0.015924531,0.007738781,0.018142458,0.007738359,0.003161595,0.007986776,0.009414009,0.00603801,0.005492949,0.006447955,0.012576823,0.005841139,0.005141007,0.007391079,0.01380226,0.005033697,0.00356375,0.009932577,0.306481497,0.008734634,0.006473985,0.006852226
"37",0.008592033,0.00355038,0.010136763,0.282669285,0.012673788,0.019432402,0.008523355,0.01421527,0.018575521,0.007319839,0.008247671,0.008578108,0.013786705,0.006142398,0.012872467,0.025070144,0.005027905,0.00941896,0.007694058,0.006419889,0.008234956,0.014867418,0.05600662,0.008070416,0.042737626,0.011108944,0.010958232,0,0.019102746,0.030687997,0.014193686,0.016571638,0.013662481,0.027827217,0.01400517,0.009564891,0.01944064,0.009129927,0.008141021,0.002964199,0.010234309,0.005972252,0.008401186,0.00768724,0.024447604,0.011698051,0.003146056,0.003774504,0.006499286,0.008892104,0.027373137,0.008656175,0.015784237
"40",0.010396451,0.006123576,0.009105443,0.015930478,0.011367415,0.012782675,0.004747859,0.014267832,0.009036965,0.007120525,0.008984527,0.007315839,0.009715277,0.005550477,0.007462711,0.009840209,0.003628946,0.006722198,0.00678971,0.0052729,0.015265633,0.024930278,0.053460578,0.009661992,0.02137456,0.010567802,0.012227789,0.019102746,0,0.0173338,0.007114189,0.016259736,0.015428439,0.020214705,0.012881252,0.003850236,0.015773699,0.010096829,0.006439366,0.006029695,0.010871262,0.007699535,0.004421609,0.004872873,0.013095783,0.023961857,0.004774037,0.002668096,0.007730093,0.009631762,0.016980281,0.005376607,0.438246334
"42",0.025449536,0.007658718,0.02787912,0.045103584,0.025640754,0.050455077,0.020016824,0.029585944,0.051976656,0.013118011,0.016852307,0.014007011,0.029836824,0.021862027,0.016587489,0.018993231,0.011208896,0.033002032,0.039541261,0.023074604,0.014380852,0.021578875,0.035244201,0.009864927,0.035152189,0.01140991,0.080828609,0.030687997,0.0173338,0,0.012909628,0.023615255,0.007561815,0.018165071,0.011087791,0.003944238,0.021505553,0.01821899,0.015586894,0.008056497,0.012543638,0.017650864,0.020914594,0.019025407,0.030446643,0.022191626,0.005466577,0.015116319,0.013710208,0.082131314,0.026919124,0.023690833,0.0107039
"43",0.009302131,0.006950513,0.021710935,0.016844898,0.009622487,0.009996843,0.002751793,0.018500894,0.011145217,0.006583072,0.007290708,0.009453882,0.008368062,0.010400851,0.023052628,0.028131204,0.005533789,0.004714054,0.009208324,0.002911261,0.012925937,0.015534362,0.020331305,0.003292564,0.02090454,0.068712365,0.00605406,0.014193686,0.007114189,0.012909628,0,0.022055211,0.010159752,0.027545541,0.011085577,0.007488245,0.009975771,0.017362231,0.069794514,0.006309809,0.098868111,0.00960089,0.004401701,0.005378738,0.010390146,0.01404954,0.004560327,0.002056861,0.004246377,0.004619709,0.008732658,0.002125466,0.003613574
"44",0.017270439,0.009476413,0.022855017,0.021351724,0.012181469,0.019656719,0.005600779,0.038139135,0.021102377,0.015094595,0.011066992,0.012984636,0.012429572,0.01282142,0.025557137,0.037808262,0.007654887,0.011856582,0.017679409,0.00605672,0.014879135,0.059782201,0.023265505,0.008521642,0.021512663,0.012909059,0.015924531,0.016571638,0.016259736,0.023615255,0.022055211,0,0.017687002,0.045244867,0.011269935,0.001938188,0.016395352,0.018700666,0.013468994,0.00808787,0.017382338,0.017432807,0.00876982,0.006352367,0.011182823,0.060739558,0.00420247,0.002943739,0.008748735,0.012469944,0.007371041,0.005616743,0.010746715
"45",0.009604773,0.003545105,0.010215899,0.010950793,0.009044046,0.007390536,0.001662426,0.006914479,0.006860764,0.00638892,0.004527516,0.007510511,0.006032739,0.005517178,0.007803702,0.015458046,0.00244221,0.003529128,0.007112062,0.002239062,0.00965952,0.016922653,0.025170494,0.007767975,0.019450485,0.011759386,0.007738781,0.013662481,0.015428439,0.007561815,0.010159752,0.017687002,0,0.04570863,0.023616226,0.003610568,0.13819786,0.009583416,0.003986587,0.002747065,0.009047638,0.004404315,0.003452372,0.002371057,0.004921177,0.013643713,0.003132896,0.001373603,0.003907369,0.005301686,0.008337864,0.00216623,0.011360318
"49",0.012298104,0.006651867,0.024059818,0.030337891,0.010025101,0.01621639,0.004056112,0.017719276,0.013753135,0.010133062,0.011455416,0.012188568,0.007278879,0.007008043,0.027845342,0.054596258,0.004850603,0.006990966,0.01635805,0.004916712,0.014571366,0.034356126,0.037806756,0.008769316,0.033119581,0.020463146,0.018142458,0.027827217,0.020214705,0.018165071,0.027545541,0.045244867,0.04570863,0,0.019157243,0.002989439,0.047506463,0.022671511,0.010982063,0.00551862,0.017877838,0.011375777,0.005013405,0.004840941,0.008173282,0.028857225,0.005529753,0.003247811,0.010841095,0.013499447,0.009833297,0.005377629,0.015471503
"51",0.006291764,0.003639182,0.007900993,0.014543299,0.007787587,0.011055008,0.004612234,0.008817281,0.010755295,0.003549495,0.005012284,0.006869553,0.003296566,0.005150245,0.008735219,0.022357632,0.003133536,0.006532242,0.006749206,0.003775713,0.008934299,0.01510118,0.014663091,0.006465338,0.015827488,0.009160471,0.007738359,0.01400517,0.012881252,0.011087791,0.011085577,0.011269935,0.023616226,0.019157243,0,0.039943474,0.041254946,0.006968422,0.005275975,0.003216362,0.00753259,0.003127667,0.003029984,0.005308354,0.008706821,0.012140743,0.004094225,0.002348123,0.00474671,0.006213071,0.008535275,0.006104077,0.009944387
"52",0.003229203,0.000735476,0.002253467,0.007470302,0.002095118,0.00385403,0.00284971,0.002429526,0.003851338,0.001839803,0.001796518,0.002713384,0.000994938,0.002346341,0.001304547,0.002308207,0.000833526,0.002112049,0.002544817,0.001278243,0.002244968,0.005199146,0.014480013,0.00286809,0.017134142,0.005761655,0.003161595,0.009564891,0.003850236,0.003944238,0.007488245,0.001938188,0.003610568,0.002989439,0.039943474,0,0.00718317,0.000958078,0.003623506,0.000601236,0.005560456,0.001140615,0.001092541,0.002206777,0.003424391,0.004231121,0.00081611,0.000620552,0.001886884,0.001678813,0.004449321,0.002444266,0.002612027
"54",0.014387316,0.004960258,0.012524992,0.020182962,0.013433277,0.015942078,0.00744299,0.009431781,0.016872942,0.006945148,0.006466584,0.011167361,0.010851891,0.006992278,0.009176235,0.027506057,0.004646356,0.008677308,0.009496366,0.005589352,0.011779073,0.018651091,0.021472006,0.0081012,0.045945936,0.012485635,0.007986776,0.01944064,0.015773699,0.021505553,0.009975771,0.016395352,0.13819786,0.047506463,0.041254946,0.00718317,0,0.011966658,0.005233482,0.004578183,0.009860263,0.005369434,0.008270796,0.007028697,0.012889001,0.013472429,0.005762794,0.003498107,0.005597613,0.00637002,0.016268178,0.007863089,0.011488311
"55",0.022003376,0.031305172,0.035333184,0.010625828,0.018809548,0.014832065,0.005244594,0.019863206,0.016980998,0.017806105,0.010633016,0.037551024,0.012470458,0.018706537,0.024773674,0.035855285,0.014111746,0.00809507,0.016440198,0.006659024,0.014144221,0.012522624,0.011776236,0.009605108,0.016739877,0.007088624,0.009414009,0.009129927,0.010096829,0.01821899,0.017362231,0.018700666,0.009583416,0.022671511,0.006968422,0.000958078,0.011966658,0,0.009985416,0.027422252,0.012403789,0.023749751,0.00976937,0.005771906,0.005779702,0.011174446,0.003733623,0.006146204,0.00913387,0.00841876,0.004696395,0.004288775,0.006000073
"56",0.009880292,0.005196178,0.013158045,0.009675827,0.009692687,0.009887889,0.003206733,0.022668915,0.010458779,0.005514418,0.007239957,0.006157524,0.007349869,0.007016273,0.014533202,0.012942697,0.004053694,0.005462712,0.007777261,0.002508385,0.007591588,0.012641089,0.01410441,0.003742067,0.016745206,0.079258092,0.00603801,0.008141021,0.006439366,0.015586894,0.069794514,0.013468994,0.003986587,0.010982063,0.005275975,0.003623506,0.005233482,0.009985416,0,0.005003922,0.111511539,0.010444687,0.006554643,0.003590313,0.011067752,0.011639865,0.00259701,0.002027503,0.006202524,0.005429914,0.005512445,0.004286108,0.003925525
"60",0.019441606,0.264030788,0.013887421,0.004418377,0.010726609,0.006806483,0.008378214,0.00887782,0.007557888,0.011282867,0.008571293,0.011403684,0.009040989,0.011584066,0.008615156,0.00866623,0.00419112,0.00387137,0.007863796,0.005312079,0.019113851,0.008235189,0.006001963,0.003489004,0.004384478,0.004231365,0.005492949,0.002964199,0.006029695,0.008056497,0.006309809,0.00808787,0.002747065,0.00551862,0.003216362,0.000601236,0.004578183,0.027422252,0.005003922,0,0.006128253,0.015252533,0.005351342,0.003977262,0.005162449,0.007197156,0.004603915,0.003312421,0.008565898,0.005189238,0.003749983,0.008633675,0.003071746
"102",0.008552317,0.005941983,0.016448842,0.010235482,0.008027666,0.009251254,0.004374271,0.019326298,0.010896171,0.008572327,0.007709688,0.008069095,0.009206821,0.005169997,0.018790065,0.014610486,0.003245886,0.004704446,0.006190247,0.003191345,0.016509361,0.018019675,0.019633438,0.004227025,0.031463739,0.218220472,0.006447955,0.010234309,0.010871262,0.012543638,0.098868111,0.017382338,0.009047638,0.017877838,0.00753259,0.005560456,0.009860263,0.012403789,0.111511539,0.006128253,0,0.015406076,0.006058167,0.004440601,0.015416355,0.018302048,0.007094009,0.00296311,0.007888015,0.006975371,0.008762409,0.005777119,0.0080892
"104",0.015727045,0.015585528,0.025046159,0.011363673,0.013192369,0.014701342,0.014031533,0.03139961,0.014252374,0.403404852,0.018710017,0.014077924,0.016817406,0.0118299,0.022803669,0.021201106,0.006455813,0.006011017,0.012614458,0.008780959,0.025066836,0.013941921,0.008210945,0.006194683,0.008016393,0.006225659,0.012576823,0.005972252,0.007699535,0.017650864,0.00960089,0.017432807,0.004404315,0.011375777,0.003127667,0.001140615,0.005369434,0.023749751,0.010444687,0.015252533,0.015406076,0,0.015520389,0.006344415,0.0091685,0.014286154,0.007560455,0.008810364,0.017421587,0.011856039,0.005335019,0.019938134,0.005792945
"105",0.00908021,0.008211145,0.008120774,0.011329279,0.007522013,0.013622143,0.018937638,0.010362108,0.013325386,0.008340781,0.009629933,0.005995384,0.471368065,0.005164334,0.009694067,0.009774126,0.003675722,0.006524647,0.005985903,0.014467079,0.012082583,0.006030141,0.007558147,0.003962761,0.008419506,0.003593611,0.005841139,0.008401186,0.004421609,0.020914594,0.004401701,0.00876982,0.003452372,0.005013405,0.003029984,0.001092541,0.008270796,0.00976937,0.006554643,0.005351342,0.006058167,0.015520389,0,0.005216868,0.014913331,0.006861578,0.004181547,0.012219651,0.009796851,0.005715937,0.012409947,0.02179526,0.002991559
