"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","24","25","26","28","30","31","32","33","34","35","36","42","43","44","45","49","51","56","58","60","101","104","105","106","107","109","110","112"
"1",0,0.009900401,0.018388918,0.004910606,0.010335115,0.004479402,0.010819558,0.011428318,0.007825774,0.003183544,0.010472283,0.005783275,0.008083269,0.003963935,0.006008167,0.00635555,0.005088008,0.005442874,0.015635524,0.006029296,0.016511975,0.007625083,0.01041928,0.005016084,0.006822407,0.006690211,0.006000894,0.003646711,0.003326523,0.00276202,0.003080107,0.008093442,0.003504011,0.005449896,0.004020821,0.008188433,0.004097308,0.010340805,0.005571849,0.002699432,0.012888424,0.009254432,0.002263236,0.004112677,0.003761531,0.003836797,0.007910092,0.001530047,0.006532269,0.006195838
"2",0.009900401,0,0.034726075,0.022099653,0.020759392,0.008755929,0.019097958,0.00555102,0.025333797,0.014486204,0.015347926,0.015903673,0.018207648,0.02040757,0.01937022,0.0109802,0.019969766,0.015520136,0.013104488,0.011987127,0.021976625,0.017934544,0.014997756,0.014633844,0.017414482,0.017581897,0.015083477,0.010981079,0.003885047,0.007992943,0.006379351,0.006443568,0.008429246,0.015497766,0.006982555,0.015369295,0.008375112,0.018306906,0.006417296,0.00666855,0.019123981,0.014806304,0.013145724,0.020913486,0.020681523,0.455077817,0.017481018,0.008763023,0.014292752,0.012390827
"3",0.018388918,0.034726075,0,0.018042379,0.016593006,0.009055492,0.015756824,0.01124905,0.015626464,0.009440569,0.01574869,0.011125927,0.013504673,0.013168626,0.021936625,0.013892468,0.015452545,0.005123402,0.010436402,0.005545506,0.016168702,0.015240016,0.010234793,0.017096469,0.014173686,0.011224947,0.008977651,0.006866751,0.005011581,0.009074523,0.00725577,0.008147588,0.008529937,0.009806633,0.008722181,0.012205752,0.006628097,0.008596233,0.003272352,0.007102782,0.011968509,0.433553059,0.013676229,0.014143175,0.014390193,0.018280404,0.020674815,0.005759902,0.016669466,0.007344884
"4",0.004910606,0.022099653,0.018042379,0,0.012592255,0.014328486,0.016830509,0.005786673,0.020968255,0.021854979,0.00975327,0.019010559,0.01329405,0.012292166,0.015334621,0.00637088,0.011784993,0.002629847,0.007531462,0.005959679,0.008961507,0.009815381,0.006974618,0.005799527,0.016297809,0.011173269,0.017171996,0.013604657,0.009538193,0.018340208,0.009799581,0.009012091,0.011974561,0.009283055,0.004587764,0.012595178,0.006258594,0.01278168,0.00578716,0.007473283,0.00576287,0.008323747,0.008038857,0.013525851,0.012771455,0.012334235,0.011329255,0.013145052,0.008244761,0.013864492
"5",0.010335115,0.020759392,0.016593006,0.012592255,0,0.010394097,0.015321264,0.011427306,0.012764655,0.008846155,0.007199358,0.012800826,0.0143621,0.008499377,0.010580253,0.008850366,0.009943979,0.004569598,0.017304295,0.004544953,0.024378877,0.013363288,0.013000631,0.005242525,0.009101324,0.007231255,0.011058135,0.008287876,0.005069744,0.008351599,0.004533155,0.009340642,0.005481906,0.019108471,0.009987439,0.016100784,0.006485572,0.019880917,0.006118063,0.004671415,0.017251942,0.005936721,0.007392973,0.011296386,0.007851763,0.010002957,0.013934205,0.006695067,0.01150322,0.010590432
"6",0.004479402,0.008755929,0.009055492,0.014328486,0.010394097,0,0.01368881,0.007623926,0.011854638,0.011818663,0.00768124,0.009410045,0.009449717,0.006604255,0.009861964,0.004874418,0.007153441,0.003473488,0.007203701,0.003550559,0.0108135,0.009078834,0.005124882,0.003526587,0.006990906,0.005096935,0.00939377,0.01842776,0.005674104,0.015829295,0.005498865,0.006090515,0.006118907,0.010418243,0.007461395,0.013496985,0.005632092,0.011834222,0.004354669,0.005567399,0.007424404,0.002871341,0.006671934,0.007359343,0.007802367,0.003918509,0.008178552,0.009332098,0.00480297,0.00751145
"7",0.010819558,0.019097958,0.015756824,0.016830509,0.015321264,0.01368881,0,0.055191153,0.022789647,0.014123148,0.007647943,0.023211763,0.013966177,0.012447555,0.016636883,0.006215196,0.011807409,0.005185442,0.008645399,0.005113283,0.015475912,0.015068268,0.010595201,0.007293235,0.00928665,0.009422967,0.014977822,0.015832226,0.172252785,0.016293799,0.006928555,0.128635427,0.00740437,0.013465418,0.007123025,0.016747407,0.005167903,0.011043004,0.005439333,0.006628304,0.009658457,0.006664846,0.01257747,0.012185029,0.012164571,0.009059359,0.01577057,0.010087834,0.008884168,0.016404284
"8",0.011428318,0.00555102,0.01124905,0.005786673,0.011427306,0.007623926,0.055191153,0,0.005509455,0.005226983,0.007391977,0.006286661,0.007095954,0.003298169,0.006494486,0.005177229,0.004114442,0.004190074,0.01016802,0.00318523,0.011512524,0.006051211,0.009318987,0.004883976,0.00506414,0.0034249,0.003917489,0.004799159,0.037268964,0.004798882,0.002724021,0.042816725,0.003741226,0.006162117,0.003238634,0.009586668,0.006445155,0.009646244,0.00381657,0.001564929,0.008888687,0.00537271,0.00340124,0.00427371,0.002871967,0.001948578,0.006341486,0.003005439,0.005191451,0.005664197
"9",0.007825774,0.025333797,0.015626464,0.020968255,0.012764655,0.011854638,0.022789647,0.005509455,0,0.014956073,0.009053718,0.020123426,0.265023975,0.012094799,0.022624873,0.010457855,0.016679718,0.004572574,0.022697599,0.011092393,0.025530873,0.018058629,0.017077275,0.01075921,0.01291701,0.016670366,0.010891831,0.014713983,0.006298604,0.018914625,0.008293331,0.008361213,0.010214916,0.017711837,0.005254836,0.019749884,0.007159521,0.02419284,0.006635622,0.006248389,0.011751176,0.005689847,0.017102969,0.015515356,0.016770396,0.010144174,0.012810347,0.010839462,0.013572068,0.010520464
"10",0.003183544,0.014486204,0.009440569,0.021854979,0.008846155,0.011818663,0.014123148,0.005226983,0.014956073,0,0.011077635,0.021789594,0.011211472,0.006301878,0.009417049,0.005496765,0.010889646,0.001694583,0.008387544,0.002857911,0.008377659,0.0087561,0.004828914,0.004168593,0.012262936,0.004779309,0.017500014,0.013900174,0.004231953,0.021632091,0.010576118,0.006689069,0.006618332,0.008882241,0.007861011,0.015304473,0.004788522,0.016016531,0.003166899,0.008574248,0.006702,0.003987737,0.003882075,0.006505553,0.012120074,0.007735554,0.009710673,0.542798845,0.007940657,0.016769612
"11",0.010472283,0.015347926,0.01574869,0.00975327,0.007199358,0.00768124,0.007647943,0.007391977,0.009053718,0.011077635,0,0.009210464,0.006836734,0.009095812,0.013954152,0.008125862,0.015016056,0.008261117,0.009770434,0.003299865,0.006148578,0.007302323,0.010854159,0.032081498,0.012838776,0.012186526,0.011474349,0.008859093,0.005414111,0.008386761,0.004643287,0.007648135,0.00862169,0.008306872,0.003172497,0.010598811,0.005107927,0.008699803,0.005531279,0.003454049,0.00837065,0.011298053,0.008203644,0.017852431,0.014325274,0.010716269,0.12559496,0.006122465,0.010200789,0.012756294
"12",0.005783275,0.015903673,0.011125927,0.019010559,0.012800826,0.009410045,0.023211763,0.006286661,0.020123426,0.021789594,0.009210464,0,0.01500998,0.017858515,0.013596582,0.005755256,0.009569544,0.002792591,0.009641911,0.004526085,0.01115911,0.01334589,0.007282062,0.003687942,0.011314156,0.011359834,0.113479213,0.012431143,0.006546325,0.018402139,0.009355549,0.006950359,0.006850893,0.012710484,0.008284485,0.029456672,0.004598251,0.011794058,0.004055154,0.011452641,0.00629259,0.004065791,0.013982039,0.020022523,0.009489363,0.007245224,0.014970719,0.017511743,0.006934671,0.143178257
"13",0.008083269,0.018207648,0.013504673,0.01329405,0.0143621,0.009449717,0.013966177,0.007095954,0.265023975,0.011211472,0.006836734,0.01500998,0,0.007946432,0.014388967,0.007590641,0.011861003,0.003094653,0.016884155,0.015344751,0.028270939,0.011775405,0.015143127,0.005205765,0.008588897,0.011641003,0.007316046,0.008948119,0.004789088,0.011507872,0.005766181,0.006874538,0.005366837,0.011689031,0.00711731,0.016653014,0.006738627,0.022398652,0.008368202,0.004559845,0.012792518,0.004518649,0.009663094,0.008996904,0.011026339,0.006755003,0.009479727,0.006957771,0.009010625,0.00655858
"14",0.003963935,0.02040757,0.013168626,0.012292166,0.008499377,0.006604255,0.012447555,0.003298169,0.012094799,0.006301878,0.009095812,0.017858515,0.007946432,0,0.012419372,0.006104639,0.00952084,0.002685277,0.012423061,0.005414428,0.013482046,0.007109766,0.006078763,0.005870946,0.010690604,0.013078365,0.011263107,0.003879464,0.002655708,0.006418008,0.003422281,0.003777916,0.004865233,0.005871468,0.00218728,0.010786072,0.006160825,0.009128334,0.004651062,0.002775174,0.006766853,0.006277925,0.011618467,0.452778377,0.010998133,0.010449419,0.007412076,0.003206286,0.007063772,0.008212919
"15",0.006008167,0.01937022,0.021936625,0.015334621,0.010580253,0.009861964,0.016636883,0.006494486,0.022624873,0.009417049,0.013954152,0.013596582,0.014388967,0.012419372,0,0.008850035,0.021082274,0.006200554,0.007742226,0.00643582,0.014069793,0.009494808,0.012117343,0.018905457,0.009695676,0.019061649,0.010143406,0.009817507,0.005180055,0.008542007,0.005166463,0.006592718,0.00790666,0.012605172,0.003873853,0.009893957,0.006937568,0.010654864,0.015755009,0.004450381,0.00736722,0.007553207,0.139385603,0.017778884,0.022329003,0.009567396,0.012876508,0.005961712,0.010917673,0.010471281
"16",0.00635555,0.0109802,0.013892468,0.00637088,0.008850366,0.004874418,0.006215196,0.005177229,0.010457855,0.005496765,0.008125862,0.005755256,0.007590641,0.006104639,0.008850035,0,0.008934688,0.00316952,0.006374139,0.002709329,0.009889955,0.108154089,0.007078953,0.00741636,0.007721854,0.006567791,0.005811842,0.00357215,0.002445294,0.004930795,0.003009616,0.004559233,0.003821662,0.004921071,0.003663341,0.010375075,0.003198483,0.007780881,0.002909913,0.00278512,0.00553347,0.004599553,0.004279386,0.00655835,0.007451779,0.005554611,0.008046978,0.003177583,0.453093492,0.004465026
"17",0.005088008,0.019969766,0.015452545,0.011784993,0.009943979,0.007153441,0.011807409,0.004114442,0.016679718,0.010889646,0.015016056,0.009569544,0.011861003,0.00952084,0.021082274,0.008934688,0,0.004789234,0.012156775,0.006788206,0.012501599,0.011437924,0.011708712,0.015915701,0.012269055,0.016656123,0.008235336,0.007577892,0.003343477,0.005227675,0.005681123,0.005688982,0.004902722,0.009189846,0.003821255,0.017374443,0.013276282,0.018037882,0.011435716,0.004631914,0.013751924,0.005466166,0.012052244,0.011187658,0.603814692,0.012122933,0.013862134,0.00847265,0.010588932,0.00923329
