"","1","3","4","5","8","11","12","15","16","17","19","23","31","34","35","36","40","43","44","45","49","51","52","54","55","56","58","60","102","107","111","117","119","120"
"1",0,0.044025833,0.013778156,0.037656947,0.037935519,0.022260309,0.024283052,0.0334645,0.041353779,0.029057155,0.035274426,0.029118358,0.024915041,0.011447583,0.030929345,0.017423284,0.014133294,0.01591506,0.015949721,0.015613179,0.015660246,0.001598891,0.012420646,0.01657009,0.025735281,0.012739111,0.022235056,0.034179454,0.017133686,0.014107097,0.02080904,0.014160701,0.014301822,0.013425494
"3",0.044025833,0,0.006026642,0.026479699,0.017300881,0.011168628,0.015852267,0.021672991,0.028473892,0.018945675,0.017502659,0.015245886,0.007121439,0.005005675,0.018399917,0.007901928,0.006329928,0.009873196,0.007832094,0.027966511,0.011266549,0.001471785,0.036722456,0.014986403,0.071528533,0.005295287,0.01092303,0.508438562,0.010074314,0.007530406,0.012802313,0.006118981,0.006928655,0.003237742
"4",0.013778156,0.006026642,0,0.015602241,0.009306416,0.003349448,0.014377961,0.010698424,0.011524335,0.010099855,0.010327815,0.010548892,0.017917451,0.007137166,0.021010144,0.009294659,0.010362788,0.007145075,0.007703752,0.008444579,0.014521866,0.001103983,0.009635831,0.008840616,0.009470649,0.00502815,0.005047539,0.003779797,0.012512787,0.003260825,0.213967261,0.010319489,0.011712528,0.009756131
"5",0.037656947,0.026479699,0.015602241,0,0.02691097,0.014739606,0.047223707,0.023913534,0.036016462,0.030258575,0.046587062,0.042748548,0.024952187,0.011938116,0.026440935,0.011525948,0.009492242,0.035853802,0.023265301,0.022476365,0.028289445,0.001031102,0.017076794,0.026898859,0.045180372,0.013459239,0.026840538,0.020346767,0.030850633,0.013188463,0.027051123,0.018123931,0.011839162,0.014382683
"8",0.037935519,0.017300881,0.009306416,0.02691097,0,0.012857007,0.021999248,0.019273941,0.021872125,0.028010348,0.025836786,0.023595114,0.018052808,0.005929118,0.080947775,0.013245136,0.007947622,0.011186204,0.013510769,0.016961189,0.011459344,0.001746231,0.009235586,0.013224836,0.021214434,0.006267809,0.015013817,0.012280322,0.012147593,0.009549571,0.017820259,0.01475321,0.007193864,0.010380824
"11",0.022260309,0.011168628,0.003349448,0.014739606,0.012857007,0,0.011598102,0.012643394,0.010940946,0.022654967,0.023125401,0.013753602,0.006288139,0.002973993,0.010930912,0.003788951,0.003449413,0.006470383,0.007973342,0.022515888,0.012915132,0.004340057,0.026523211,0.015149776,0.013926968,0.003540322,0.012850631,0.007187741,0.00807556,0.129664208,0.006879753,0.007465094,0.002893772,0.002876117
"12",0.024283052,0.015852267,0.014377961,0.047223707,0.021999248,0.011598102,0,0.018340795,0.022030594,0.018462663,0.036722159,0.046182621,0.046939751,0.013905451,0.026824794,0.012012567,0.010581048,0.02303736,0.030149208,0.010932577,0.020404847,0.000870069,0.005124535,0.010026883,0.025990253,0.018177508,0.017578992,0.014999563,0.035085219,0.012246663,0.025113224,0.015773227,0.012013926,0.038761325
"15",0.0334645,0.021672991,0.010698424,0.023913534,0.019273941,0.012643394,0.018340795,0,0.019043728,0.020159957,0.021182256,0.018419073,0.019639241,0.006045706,0.019007147,0.011319878,0.007598925,0.01086514,0.009874176,0.009382388,0.012375418,0.000838605,0.008954359,0.016333272,0.012821826,0.007485504,0.021099746,0.013850933,0.012742916,0.007888202,0.019230492,0.012921391,0.007265943,0.009681507
"16",0.041353779,0.028473892,0.011524335,0.036016462,0.021872125,0.010940946,0.022030594,0.019043728,0,0.018854123,0.026177181,0.021665498,0.02158411,0.010138045,0.025791107,0.013559184,0.009826293,0.014968473,0.016172519,0.010726962,0.016415912,0.002026624,0.0125196,0.015425558,0.042901517,0.006432113,0.017863099,0.013077692,0.016906104,0.007554017,0.016810925,0.011367902,0.010402125,0.008993365
