"","1","3","4","5","8","11","12","15","16","17","19","23","31","34","35","36","40","43","44","45","49","51","52","54","55","56","58","60","102","107","111","117","119","120"
"17",0.029057155,0.018945675,0.010099855,0.030258575,0.028010348,0.022654967,0.018462663,0.020159957,0.018854123,0,0.029635373,0.022908152,0.018523406,0.005939747,0.021993631,0.008733821,0.007258086,0.016345723,0.016771374,0.026524738,0.019317596,0.002106618,0.018452637,0.016400407,0.023599957,0.009298642,0.024146258,0.014050279,0.022671151,0.01449557,0.020590225,0.094663184,0.008848419,0.01103042
"19",0.035274426,0.017502659,0.010327815,0.046587062,0.025836786,0.023125401,0.036722159,0.021182256,0.026177181,0.029635373,0,0.041814537,0.030677202,0.01576381,0.02840964,0.010682004,0.008421015,0.025843116,0.029998268,0.018200817,0.042385425,0.0010424,0.006872011,0.017821435,0.050916977,0.014447575,0.035940967,0.014580091,0.030494236,0.019739367,0.016625823,0.013507453,0.011155973,0.020113533
"23",0.029118358,0.015245886,0.010548892,0.042748548,0.023595114,0.013753602,0.046182621,0.018419073,0.021665498,0.022908152,0.041814537,0,0.024979488,0.009025339,0.021467234,0.012176371,0.00707585,0.020341612,0.021239071,0.008843086,0.014690021,0.000394916,0.004358177,0.008493258,0.030340539,0.012489648,0.01787874,0.012313833,0.022435899,0.01558573,0.01974503,0.014704108,0.007216425,0.015894392
"31",0.024915041,0.007121439,0.017917451,0.024952187,0.018052808,0.006288139,0.046939751,0.019639241,0.02158411,0.018523406,0.030677202,0.024979488,0,0.017450578,0.029908068,0.025878382,0.016950841,0.016351731,0.013994163,0.015901845,0.018578298,0.000881703,0.016282749,0.015083372,0.011557609,0.016849371,0.008083136,0.006221128,0.035024277,0.005961055,0.032845036,0.020021511,0.030089095,0.458700321
"34",0.011447583,0.005005675,0.007137166,0.011938116,0.005929118,0.002973993,0.013905451,0.006045706,0.010138045,0.005939747,0.01576381,0.009025339,0.017450578,0,0.00930643,0.005465604,0.008525346,0.054926378,0.008951305,0.00596931,0.017961761,0.000826204,0.005712326,0.006823558,0.008823144,0.074349182,0.004456731,0.003770741,0.102486249,0.002274566,0.014517411,0.009345922,0.010032824,0.00965537
"35",0.030929345,0.018399917,0.021010144,0.026440935,0.080947775,0.010930912,0.026824794,0.019007147,0.025791107,0.021993631,0.02840964,0.021467234,0.029908068,0.00930643,0,0.01623949,0.010351103,0.01526499,0.02098791,0.013831426,0.015194328,0.000530197,0.008105873,0.008843216,0.021557951,0.010854834,0.017996353,0.015147655,0.022589001,0.008350211,0.042009639,0.021981789,0.011575848,0.019691973
"36",0.017423284,0.007901928,0.009294659,0.011525948,0.013245136,0.003788951,0.012012567,0.011319878,0.013559184,0.008733821,0.010682004,0.012176371,0.025878382,0.005465604,0.01623949,0,0.007512746,0.006252009,0.007387801,0.008805027,0.013992765,0.001361086,0.006746418,0.010412807,0.010491035,0.003667058,0.007537028,0.004898498,0.008958334,0.00295211,0.013881593,0.007302378,0.008128899,0.010050796
"40",0.014133294,0.006329928,0.010362788,0.009492242,0.007947622,0.003449413,0.010581048,0.007598925,0.009826293,0.007258086,0.008421015,0.00707585,0.016950841,0.008525346,0.010351103,0.007512746,0,0.005263492,0.007555132,0.014672599,0.010606283,0.002417533,0.021607171,0.01448864,0.008323489,0.004892007,0.004738867,0.004613738,0.015265121,0.003060792,0.013609918,0.014258169,0.338123742,0.008456835
"43",0.01591506,0.009873196,0.007145075,0.035853802,0.011186204,0.006470383,0.02303736,0.01086514,0.014968473,0.016345723,0.025843116,0.020341612,0.016351731,0.054926378,0.01526499,0.006252009,0.005263492,0,0.018808983,0.011774835,0.027633668,0.000245342,0.007848547,0.011022579,0.022883981,0.071780638,0.012329109,0.007546854,0.103593241,0.007407234,0.015472122,0.016472762,0.006263098,0.008441432
"44",0.015949721,0.007832094,0.007703752,0.023265301,0.013510769,0.007973342,0.030149208,0.009874176,0.016172519,0.016771374,0.029998268,0.021239071,0.013994163,0.008951305,0.02098791,0.007387801,0.007555132,0.018808983,0,0.016931707,0.035011575,0.001199658,0.002600702,0.009090205,0.020428352,0.008361753,0.019179896,0.006205106,0.023021134,0.007068791,0.014219196,0.01057543,0.007824944,0.010997915
"45",0.015613179,0.027966511,0.008444579,0.022476365,0.016961189,0.022515888,0.010932577,0.009382388,0.010726962,0.026524738,0.018200817,0.008843086,0.015901845,0.00596931,0.013831426,0.008805027,0.014672599,0.011774835,0.016931707,0,0.042628217,0.009707131,0.003600663,0.042711225,0.017146747,0.003715301,0.016943735,0.023874824,0.013027716,0.012752019,0.008720037,0.020782257,0.017292044,0.009602317
"49",0.015660246,0.011266549,0.014521866,0.028289445,0.011459344,0.012915132,0.020404847,0.012375418,0.016415912,0.019317596,0.042385425,0.014690021,0.018578298,0.017961761,0.015194328,0.013992765,0.010606283,0.027633668,0.035011575,0.042628217,0,0.003456235,0.004281887,0.022718089,0.032372675,0.013682769,0.030709411,0.008634092,0.026930529,0.010206245,0.019504912,0.015338847,0.015228364,0.012629345
"51",0.001598891,0.001471785,0.001103983,0.001031102,0.001746231,0.004340057,0.000870069,0.000838605,0.002026624,0.002106618,0.0010424,0.000394916,0.000881703,0.000826204,0.000530197,0.001361086,0.002417533,0.000245342,0.001199658,0.009707131,0.003456235,0,0.021375266,0.016842252,0.002206669,0.00059304,0.003178985,0.000460104,0.000272793,0.002083047,0.001043303,0.001918321,0.002151077,0.00083833
"52",0.012420646,0.036722456,0.009635831,0.017076794,0.009235586,0.026523211,0.005124535,0.008954359,0.0125196,0.018452637,0.006872011,0.004358177,0.016282749,0.005712326,0.008105873,0.006746418,0.021607171,0.007848547,0.002600702,0.003600663,0.004281887,0.021375266,0,0.009224554,0.003531257,0.005268568,0.004476978,0.005129675,0.0103187,0.009629412,0.011625296,0.0194242,0.020779715,0.009108604
"54",0.01657009,0.014986403,0.008840616,0.026898859,0.013224836,0.015149776,0.010026883,0.016333272,0.015425558,0.016400407,0.017821435,0.008493258,0.015083372,0.006823558,0.008843216,0.010412807,0.01448864,0.011022579,0.009090205,0.042711225,0.022718089,0.016842252,0.009224554,0,0.014626595,0.004964851,0.016749736,0.00978607,0.010441615,0.01073371,0.009813952,0.013529039,0.01547026,0.009112364
"55",0.025735281,0.071528533,0.009470649,0.045180372,0.021214434,0.013926968,0.025990253,0.012821826,0.042901517,0.023599957,0.050916977,0.030340539,0.011557609,0.008823144,0.021557951,0.010491035,0.008323489,0.022883981,0.020428352,0.017146747,0.032372675,0.002206669,0.003531257,0.014626595,0,0.007591685,0.029993052,0.059377282,0.018784793,0.014196975,0.013959587,0.010116806,0.009879927,0.006024903
"56",0.012739111,0.005295287,0.00502815,0.013459239,0.006267809,0.003540322,0.018177508,0.007485504,0.006432113,0.009298642,0.014447575,0.012489648,0.016849371,0.074349182,0.010854834,0.003667058,0.004892007,0.071780638,0.008361753,0.003715301,0.013682769,0.00059304,0.005268568,0.004964851,0.007591685,0,0.006552817,0.005586495,0.111000892,0.003680087,0.014740988,0.009912633,0.006039323,0.009826948
"58",0.022235056,0.01092303,0.005047539,0.026840538,0.015013817,0.012850631,0.017578992,0.021099746,0.017863099,0.024146258,0.035940967,0.01787874,0.008083136,0.004456731,0.017996353,0.007537028,0.004738867,0.012329109,0.019179896,0.016943735,0.030709411,0.003178985,0.004476978,0.016749736,0.029993052,0.006552817,0,0.007292688,0.01116156,0.011196862,0.010149703,0.010720705,0.00596374,0.005489956
"60",0.034179454,0.508438562,0.003779797,0.020346767,0.012280322,0.007187741,0.014999563,0.013850933,0.013077692,0.014050279,0.014580091,0.012313833,0.006221128,0.003770741,0.015147655,0.004898498,0.004613738,0.007546854,0.006205106,0.023874824,0.008634092,0.000460104,0.005129675,0.00978607,0.059377282,0.005586495,0.007292688,0,0.009915879,0.007771221,0.013477755,0.007308161,0.005485543,0.003824188
"102",0.017133686,0.010074314,0.012512787,0.030850633,0.012147593,0.00807556,0.035085219,0.012742916,0.016906104,0.022671151,0.030494236,0.022435899,0.035024277,0.102486249,0.022589001,0.008958334,0.015265121,0.103593241,0.023021134,0.013027716,0.026930529,0.000272793,0.0103187,0.010441615,0.018784793,0.111000892,0.01116156,0.009915879,0,0.011674871,0.031841209,0.027040748,0.021103998,0.02874405
"107",0.014107097,0.007530406,0.003260825,0.013188463,0.009549571,0.129664208,0.012246663,0.007888202,0.007554017,0.01449557,0.019739367,0.01558573,0.005961055,0.002274566,0.008350211,0.00295211,0.003060792,0.007407234,0.007068791,0.012752019,0.010206245,0.002083047,0.009629412,0.01073371,0.014196975,0.003680087,0.011196862,0.007771221,0.011674871,0,0.006967918,0.006616555,0.003581162,0.003146987
"111",0.02080904,0.012802313,0.213967261,0.027051123,0.017820259,0.006879753,0.025113224,0.019230492,0.016810925,0.020590225,0.016625823,0.01974503,0.032845036,0.014517411,0.042009639,0.013881593,0.013609918,0.015472122,0.014219196,0.008720037,0.019504912,0.001043303,0.011625296,0.009813952,0.013959587,0.014740988,0.010149703,0.013477755,0.031841209,0.006967918,0,0.025277918,0.017988625,0.027114846
"117",0.014160701,0.006118981,0.010319489,0.018123931,0.01475321,0.007465094,0.015773227,0.012921391,0.011367902,0.094663184,0.013507453,0.014704108,0.020021511,0.009345922,0.021981789,0.007302378,0.014258169,0.016472762,0.01057543,0.020782257,0.015338847,0.001918321,0.0194242,0.013529039,0.010116806,0.009912633,0.010720705,0.007308161,0.027040748,0.006616555,0.025277918,0,0.026757164,0.013712578
"119",0.014301822,0.006928655,0.011712528,0.011839162,0.007193864,0.002893772,0.012013926,0.007265943,0.010402125,0.008848419,0.011155973,0.007216425,0.030089095,0.010032824,0.011575848,0.008128899,0.338123742,0.006263098,0.007824944,0.017292044,0.015228364,0.002151077,0.020779715,0.01547026,0.009879927,0.006039323,0.00596374,0.005485543,0.021103998,0.003581162,0.017988625,0.026757164,0,0.02253671
"120",0.013425494,0.003237742,0.009756131,0.014382683,0.010380824,0.002876117,0.038761325,0.009681507,0.008993365,0.01103042,0.020113533,0.015894392,0.458700321,0.00965537,0.019691973,0.010050796,0.008456835,0.008441432,0.010997915,0.009602317,0.012629345,0.00083833,0.009108604,0.009112364,0.006024903,0.009826948,0.005489956,0.003824188,0.02874405,0.003146987,0.027114846,0.013712578,0.02253671,0
