"","1","3","4","6","8","9","11","12","14","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","40","41","42","43","44","49","51","56","60","104","105","106","107","109","110","112","113","114","115","116"
"1",0,0.027933195,0.011149052,0.018766666,0.03850018,0.023073622,0.016142713,0.030696044,0.016751249,0.012097085,0.017873021,0.016075888,0.025655253,0.002365147,0.024037625,0.017483083,0.021841507,0.019861953,0.017897882,0.016187635,0.015122178,0.020255473,0.002022887,0.019370861,0.010090438,0.007473954,0.008815073,0.014890753,0.020634869,0.008546056,0.008920392,0.025486551,0.016269072,0.012524697,0.024187103,0.015382864,0.008011272,0.021435129,0.025755595,0.029635053,0.010690845,0.011556841,0.010724727,0.012375429,0.016055267,0.01857443,0.004389107,0.010307202,0.00896546,0.006101923
"3",0.027933195,0,0.008354004,0.003913571,0.011659841,0.004824463,0.012305786,0.00966721,0.010032397,0.013339388,0.01351362,0.009723487,0.008503469,0.000234406,0.013328203,0.009418964,0.003227387,0.008875236,0.006224436,0.012729068,0.007292722,0.013137877,0.000544023,0.005590947,0.002408833,0.001794493,0.003691709,0.005465058,0.00434833,0.005241812,0.005438304,0.008849515,0.006312946,0.006396437,0.005504983,0.00343672,0.001220077,0.003848317,0.28273136,0.016493439,0.010588954,0.013511628,0.006516028,0.004367932,0.016102298,0.005773977,0.00353277,0.005467405,0.013258673,0.003469824
"4",0.011149052,0.008354004,0,0.016600086,0.008084455,0.012953761,0.008257835,0.014036849,0.008249963,0.00807935,0.007909019,0.006136768,0.009701878,0.002234909,0.028824631,0.006608201,0.010365776,0.006975322,0.006254475,0.012896333,0.01156594,0.010701236,0.001143704,0.017767617,0.007049424,0.008971481,0.021121321,0.011386242,0.007967232,0.012820661,0.026862356,0.019306587,0.010118199,0.005827005,0.016693194,0.022324097,0.004628114,0.005835573,0.009863916,0.013165275,0.005887406,0.015745261,0.00559459,0.006572709,0.011259757,0.01354972,0.007015136,0.005274347,0.011978589,0.011022783
"6",0.018766666,0.003913571,0.016600086,0,0.008865964,0.016772533,0.004969738,0.019439057,0.011500572,0.009035379,0.006590439,0.009333354,0.016213358,0.003991735,0.022306336,0.013614249,0.009760498,0.010767254,0.008214058,0.007369796,0.01851056,0.009868337,0.000424426,0.01427855,0.020742897,0.003838148,0.024899271,0.01327229,0.005723919,0.008535821,0.015503295,0.023422914,0.017496987,0.014370477,0.023560617,0.025198134,0.006953408,0.009939911,0.004745028,0.017637736,0.003521539,0.008140281,0.005500664,0.018149461,0.011636591,0.012153222,0.002565844,0.006441366,0.005123776,0.006648395
"8",0.03850018,0.011659841,0.008084455,0.008865964,0,0.010237127,0.00703186,0.023681781,0.009467541,0.015003392,0.015861059,0.01531648,0.015938337,0.000285187,0.020500013,0.021773831,0.010495636,0.014666074,0.01219466,0.017438027,0.022027349,0.013821259,0.000207346,0.011100471,0.013185148,0.06947453,0.017431696,0.007542099,0.066691168,0.013003824,0.009545002,0.012028194,0.016380338,0.006683361,0.018937525,0.009894111,0.005962859,0.008615376,0.012369674,0.012093776,0.009660727,0.014703533,0.007982643,0.013530495,0.015789722,0.011822012,0.004972318,0.009221418,0.014114132,0.01162742
"9",0.023073622,0.004824463,0.012953761,0.016772533,0.010237127,0,0.012719186,0.024146446,0.010232493,0.009336271,0.013218484,0.024363134,0.014111701,0.002319929,0.0216627,0.01229727,0.334463807,0.01273418,0.009274913,0.003231197,0.013409356,0.011286786,0.001271392,0.007065688,0.013125186,0.00296627,0.016987293,0.008848923,0.01076432,0.012195676,0.010293176,0.015125288,0.021836144,0.005941481,0.013286857,0.015333518,0.005824039,0.008080762,0.004677045,0.015950822,0.010032307,0.007409763,0.007239754,0.005366646,0.013464079,0.005523644,0.000733588,0.006265543,0.006692327,0.010726486
"11",0.016142713,0.012305786,0.008257835,0.004969738,0.00703186,0.012719186,0,0.009690832,0.010194449,0.007658033,0.014071938,0.007774515,0.010454307,0.000505386,0.012302382,0.006129445,0.009152039,0.006876397,0.01783063,0.010269861,0.005787309,0.009513598,1.88e-05,0.006833891,0.004084723,0.003299886,0.004102878,0.003450662,0.005417534,0.005320938,0.004164266,0.005610012,0.008765016,0.003340965,0.006340999,0.004138361,0.00093194,0.004262217,0.011854848,0.015598832,0.014562459,0.02231587,0.09043734,0.004358561,0.011626661,0.007059159,0.003714623,0.020215923,0.012869496,0.006035409
"12",0.030696044,0.00966721,0.014036849,0.019439057,0.023681781,0.024146446,0.009690832,0,0.027728596,0.012781601,0.014733183,0.014187761,0.011918718,0.002535901,0.018751077,0.029615228,0.020742131,0.01186659,0.005783292,0.014171304,0.017754588,0.012525759,0.000481679,0.092294469,0.014893905,0.009401356,0.018522726,0.017261274,0.010202958,0.012712599,0.013628669,0.01936303,0.014663567,0.01611621,0.039850241,0.015740082,0.003994649,0.019279326,0.01224414,0.042967105,0.01119937,0.022796115,0.010242554,0.035984351,0.017502253,0.100577762,0.005663194,0.004332224,0.011260412,0.010530126
"14",0.016751249,0.010032397,0.008249963,0.011500572,0.009467541,0.010232493,0.010194449,0.027728596,0,0.008549817,0.010477496,0.005483761,0.021802655,0.001518321,0.018728977,0.010317305,0.006447924,0.004519878,0.004771439,0.01137472,0.006467903,0.011168862,0.000527338,0.01176477,0.005416211,0.00213899,0.009434229,0.006898785,0.004733967,0.007438193,0.007516411,0.0137481,0.008768938,0.007124488,0.015745253,0.011118512,0.002995806,0.006012297,0.012221444,0.428381048,0.00921812,0.01555045,0.005321522,0.007601074,0.01132072,0.012410002,0.003396274,0.004048321,0.015290626,0.005657254
